key;value
123;"Gibt es für Ihr Land eine nationale Erweiterung des DCAT-AP-Standards?

Zur Einordnung:
* Wenn ja, erläutern Sie bitte (1) kurz die Gründe für diese Entscheidung und (2) was die wesentlichen Unterschiede zwischen der nationalen Variante und dem EU-Standard sind.
* Gegebenenfalls geben Sie bitte die URL zur Dokumentation der nationalen DCAT-AP-Erweiterung an."
126;"Verwenden Sie ein Modell (z. B. 5-Sterne Open Data oder FAIR), um die Qualität der Datenbereitstellung in Ihrem Land zu bewerten?

Zur Einordnung:
* Wenn ja, bitte kurz beschreiben."
127;"Führen Sie Aktivitäten durch, um Datenanbieter zu fördern und sie mit Möglichkeiten zur Sicherstellung höherer Datenqualität vertraut zu machen (z. B. Förderung des in der vorherigen Frage genannten Modells)?

Zur Einordnung:
* Wenn ja, bitte kurz beschreiben."
129;"Überwachen Sie die Qualitätsverbesserungen bei der Bereitstellung offener Daten?

Zur Einordnung:
* Wenn ja, beschreiben Sie bitte kurz wie."
104a;"Gibt es einen Prozess, durch den das Portal regelmäßig überprüft und verbessert wird?

Zur Einordnung:
* Wenn ja, beschreiben Sie diesen Vorgang bitte kurz."
104b;Wenn ja [zu Frage 104a], wie häufig kommen diese Bewertungen vor?
104c;"Wenn ja [zu Frage 104a], wird das Feedback der Benutzer im Überprüfungsprozess berücksichtigt?

Zur Einordnung:
* Wenn ja, beschreiben Sie diesen Vorgang bitte kurz."
105a;"Überwachen Sie über ein Dashboard die Merkmale der auf dem Portal veröffentlichten Daten, z. B. die Verteilung über Kategorien, statische vs. Echtzeitdaten und wie sich diese im Laufe der Zeit ändern?

Zur Einordnung:
* Wenn ja, geben Sie bitte die direkte URL zu dieser Funktion an."
105b;"Ermöglicht diese Überwachung dem Portalteam und/oder den Datenanbietern, Maßnahmen zur Verbesserung ihrer Leistung auf dem nationalen Portal zu ergreifen?

Zur Einordnung:
* Wenn ja, (1) erklären Sie bitte, wie und (2) geben Sie gegebenenfalls die direkte URL zu dieser Funktion an."
10a;"Hat Ihr Land damit begonnen, auf die Anwendung der Durchführungsverordnung (EU) 2023/138 zu hochwertigen Datensätzen hinzuarbeiten?

Zur Einordnung:
* Wenn ja, wie geht es voran?
* Wenn Sie ein EFTA- oder EU-Kandidatenland sind, wählen Sie bitte „nicht zutreffend“ aus.
** Bitte geben Sie in der folgenden Tabelle Ihre Fortschritte in Bezug auf a) Organisation, b) rechtliche Aspekte, c) technische Aspekte auf einer Skala von 1 bis 5 an. 1 = kein Fortschritt; 2 = geringe Fortschritte; 3 = einige Fortschritte; 4 = erheblicher Fortschritt; 5 = Arbeiten sind abgeschlossen."
10b;"Gibt es Maßnahmen, um die Einbindung anderer Interessengruppen in diesen Priorisierungsprozess zu unterstützen?

Zur Einordnung:
* Wenn „Ja, andere Maßnahmen“, geben Sie bitte an, um welche Maßnahmen es sich handelt.
* Wenn Sie ein EFTA- oder EU-Kandidatenland sind, wählen Sie bitte „nicht zutreffend“ aus."
10c;"Machen die öffentlichen Stellen in Ihrem Land nach der Veröffentlichung der Durchführungsverordnung (EU) 2023/138 über hochwertige Datensätze Fortschritte bei der Kennzeichnung relevanter Datensätze als hochwertige Datensätze in ihren Metadaten?

Zur Einordnung:
* Wenn ja, geben Sie bitte an, wie und heben Sie ggf. Herausforderungen hervor.
* Wenn Sie ein EFTA- oder EU-Kandidatenland sind, wählen Sie bitte „nicht zutreffend“ aus."
111a;"Überwachen Sie die Qualität der auf Ihrem Portal verfügbaren Metadaten?

Zur Einordnung:
* Wenn ja, erläutern Sie bitte kurz, wie diese Überwachung erfolgt.
* Falls zutreffend, geben Sie bitte die URL zu diesem Überwachungsmechanismus an."
111b;"Veröffentlichen Sie Informationen zur Qualität der auf dem Portal verfügbaren Metadaten?

Zur Einordnung:
* Wenn ja, geben Sie bitte die URL zu diesem Abschnitt an.
* Wenn die Informationen veröffentlicht werden, z.B. als .csv-Datei, geben Sie bitte den Link zu dieser Quelle an."
119a;"Werden regelmäßige Aktivitäten durchgeführt oder sind Mechanismen vorhanden, um Datenanbietern Anreize zu geben und/oder sie bei der Veröffentlichung von Daten in maschinenlesbaren Formaten zu unterstützen?

Zur Einordnung:
* Wenn ja, bitte kurz beschreiben."
119b;"Werden regelmäßige Aktivitäten durchgeführt oder sind Mechanismen vorhanden, um Datenanbietern Anreize zu geben und/oder sie bei der Veröffentlichung hochwertiger Metadaten zu unterstützen?

Zur Einordnung:
* Wenn ja, bitte kurz beschreiben."
11a;"Stehen die Ziele/Maßnahmen der in Ihrem Land geltenden nationalen Politik/Strategie für offene Daten im Einklang mit einer oder mehreren der Prioritäten der Europäischen Kommission für 2019–2024?

Zur Einordnung:
* Wenn ja, welche der folgenden sechs Prioritäten und wie?
* Mehrfachnennungen sind möglich.
* Wenn Sie ein EFTA- oder EU-Kandidatenland sind, wählen Sie bitte „nicht zutreffend“ aus."
11a.1;"Ein europäischer Green Deal
Die EU in eine moderne, ressourceneffiziente und wettbewerbsfähige Wirtschaft umwandeln und dabei Europas natürliche Umwelt schützen, den Klimawandel bekämpfen und Europa bis 2050 CO2-neutral und ressourceneffizient machen."
11a.2;"Ein Europa, das für das digitale Zeitalter gerüstet ist
Den digitalen Wandel annehmen, indem wir in Unternehmen, Forschung und Innovation investieren, den Datenschutz reformieren, Menschen mit den Fähigkeiten ausstatten, die für eine neue Generation von Technologien erforderlich sind, und entsprechende Regeln entwerfen."
11a.3;"Eine Wirtschaft, die für die Menschen arbeitet
Stärkung der EU-Wirtschaft bei gleichzeitiger Sicherung von Arbeitsplätzen und Abbau von Ungleichheiten, Unterstützung von Unternehmen, Vertiefung der Wirtschafts- und Währungsunion und Vollendung der Banken- und Kapitalmarktunion."
11a.4;"Ein stärkeres Europa in der Welt
Stärkung der Stimme der EU auf der Weltbühne durch Verbesserung ihres Ansehens als Verfechter eines starken, offenen und fairen Handels, des Multilateralismus und einer regelbasierten globalen Ordnung. Stärkung der Beziehungen zu Nachbarländern und Partnern sowie Stärkung der Fähigkeit der EU, Krisen auf der Grundlage ziviler und militärischer Fähigkeiten zu bewältigen."
11a.5;"Förderung unserer europäischen Lebensart
Wahrung der Grundrechte und der Rechtsstaatlichkeit als Bastion der Gleichheit, Toleranz und sozialen Gerechtigkeit. Bewältigung von Sicherheitsrisiken, Schutz und Stärkung der Verbraucherrechte sowie Entwicklung eines Systems für legale und sichere Migration bei gleichzeitiger wirksamer Verwaltung der EU-Außengrenzen, Modernisierung des EU-Asylsystems und enge Zusammenarbeit mit Partnerländern."
11a.6;"Ein neuer Anstoß für die europäische Demokratie
Stärkung der demokratischen Prozesse Europas durch Vertiefung der Beziehungen zum Europäischen Parlament und den nationalen Parlamenten, Schutz der EU-Demokratie vor Einmischung von außen, Gewährleistung von Transparenz und Integrität im gesamten Gesetzgebungsprozess sowie eine umfassendere Zusammenarbeit mit den Europäern bei der Gestaltung der Zukunft der EU."
11b;"Gibt es weitere übergeordnete Ziele oder spezifische Maßnahmen der Open-Data-Politik/Strategie Ihres Landes, die Sie erwähnen möchten?

Zur Einordnung:
* Falls ja, bitte spezifizieren.
* Wenn Sie ein EFTA- oder EU-Kandidatenland sind, wählen Sie bitte „nicht zutreffend“ aus."
122a;"What is the percentage of metadata on your portal that uses DCAT-AP recommended classes? (category, category scheme, distribution, licence document)

Zur Einordnung:
* If the use of recommended classes is not a priority for the portal, please explain why."
122b;"What is the percentage of metadata on your portal that uses DCAT-AP optional classes? (catalogue record, checksum, document, frequency)

Zur Einordnung:
* If the use of optional classes is not a priority for the portal, please explain why."
124a;Do you investigate the most common causes for the lack of DCAT-AP compliance?
124b;"If yes [to Q124a], what are the main causes for the lack of DCAT-AP compliance?

Zur Einordnung:
* Please list the most common causes and select 'see answer box'."
125a;What is the percentage of datasets whose metadata provides a reference to where the data can be downloaded, or its API accessed (“download-URL” in the DCAT-AP specification)?
125b;What is the percentage of datasets whose metadata provides a reference to a web page from where the data can be accessed (“access-URL in the DCAT-AP specification)?
128a;What percentage of datasets is made available under a standard open licence or an explicit custom open licence, in any data format including text documents? 
128b;Of the percentage indicated in the previous question (Q128a), what percentage of datasets is made available under a standard open licence or an explicit custom open licence, in a structured data format?
128c;Of the percentage indicated in the previous question (Q128b), which part is also in an open and machine-readable format?
128d;Of the percentage indicated in the previous question (Q128c), what percentage of datasets also consistely use Uniform Resource Identifiers?
128e;Of the percentage indicated in the previous question (Q128d), what percentage of datasets also links to other renowned sources to provide additional context for the users, e.g. in a linked data fashion?
17a;"Is a document describing the responsibilities and governance structure of the national (and/or regional/local) open data team publicly available?

Zur Einordnung:
* If yes, please provide the URL where this information is published. "
17b;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

Zur Einordnung:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items)."
22a;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

Zur Einordnung:
* If yes, please specify the process(es)."
22b;"If yes, would you describe the status of implementation as satisfactory/neutral/unsatisfactory? 

Zur Einordnung:
* Please motivate your answer."
23a;"Are there any processes in place to asses if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the re-use of public sector information).

Zur Einordnung:
* If yes, please specify the process(es)."
23b;If yes [to Q23a], to what degree is data provided by public sector bodies free of charge?
23c;How has this degree changed compared to the previous year?
24a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

Zur Einordnung:
* Please briefly describe."
24b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

Zur Einordnung:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to cope with these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges."
25a;"Are there any activities in place to assist data providers with their open data publication process?

Zur Einordnung:
* If yes, please describe/provide examples of these activities."
25b;"Are there activities to assist real-time and/or dynamic data holders in their publication process?

Zur Einordnung:
* If yes, please provide some examples of such activities."
25c;"Are there activities to assist geo-spatial data holders in their publication process?

Zur Einordnung:
* If yes, please provide some examples of such activities."
25d;"Are there activities to assist citizens or their working organisations in the publication of citizen-generated data?

Zur Einordnung:
* If yes, please provide some examples of such activities."
26a;"Is there a professional development or training plan for civil servants working with data in your country? 

Zur Einordnung:
* If yes, please briefly describe these training activities."
26b;"If yes [to Q26a], do these training activities offer a certification that is formally recognised? 
 
Zur Einordnung:
* If yes, please briefly describe."
27a;"Are there annually held national, regional or local events (e.g. hackathons, courses, conferences, users meet-ups, summer/winter schools) to promote open data and open data literacy in your country beyond public servants? 
 
Zur Einordnung:
* If yes, please provide a few examples (e.g. title, date, location of the event and URL)."
27b;"Who organises most open data related events?
 
Zur Einordnung:
* Please provide a few examples of typical organisers."
37.1;Analysis of log files
37.2;Automated feedback mechanisms tracking users´ access to datasets
37.3;Surveys
37.4;Interviews/workshops with reusers
37.5;Other
38.1;Regular feedback sessions with portal users 
38.2;Social media sentiment analysis 
38.3;Other
39a;"Have any public bodies in your country developed any systematic way of gathering reuse cases?

Zur Einordnung:
* If yes, please provide a brief explanation of the process: How does the gathering happen? "
39b;"Are there any public bodies in your country that have developed a systematic ways of classifying the gathered reuse cases?

Zur Einordnung:
* If yes, please provide a brief explanation of the process: According to which categories are reuse cases classified (e.g. by policy field)?"
62a;Does the national portal offer the possibility for users to search by file format? 
62b;Does the national portal offer the possibility for users to search by data domain? 
66a;"Does the national portal offer a general feedback mechanism for users (e.g. a 'Contact us' or 'Feedback' button that is placed in a visible spot on the portal and would allow users to send a general comment concerning the portal)?

Zur Einordnung:
* If yes, please provide the direct-URL to this feature.  "
66b;"Does the national portal offer a feedback mechanism at dataset level? (e.g. a 'feedback button' or a comment/ discussion section under the dataset)?

Zur Einordnung:
* If yes, please provide the direct-URL to this feature.  "
66c;"Does the national portal provide a mechanism for users to rate datasets?

Zur Einordnung:
* If yes, please provide the direct-URL to this feature.  "
69a;"Does the national portal offer the possibility for users to request datasets? 

Zur Einordnung:
* If yes, please provide the direct-URL to this feature.  "
69b;If yes [to Q69a], what is the frequency of these requests?
69c;"Are these requests and their progress status presented in a transparent manner on the national portal? 

Zur Einordnung:
* If yes, please provide the direct-URL to this feature.  "
6a;"Does the national strategy/policy outline measures to incentivise the publication of and access to real-time or dynamic data?

Zur Einordnung:
* If yes, please briefly describe the measures."
6b;"Does the national strategy/policy outline measures to incentivise the publication of and access to geo-spatial data (e.g. in relation to high-value datasets as specified in the implementing regulation (EU) 2023/138)?

Zur Einordnung:
* If yes, please briefly describe the measures."
6c;"Does the national strategy/policy outline measures to incentivise the publication of and access to citizen-generated data?

Zur Einordnung:
* If yes, please briefly describe the measures."
6d;"Does the national strategy/policy foster the discoverability of the aforementioned types of data from your country on data.europa.eu?

Zur Einordnung:
* If yes, please briefly describe how."
70a;"Does the team monitor the extent to which requests (either via the portal or otherwise) result in the publication of the requested data?

Zur Einordnung:
* If yes, please describe how this monitoring is conducted."
70b;If yes [to Q70a], to what degree do these requests result in the publication of the requested data?
80a;"Are traffic and usage statistics used to better understand users´ behaviour and needs and to update the portal accordingly?

Zur Einordnung:
*  If yes, what insights did you gain last year from the reviews of these analytics? "
80b;"Do you perform further activities to better understand users´ behaviour and needs (e.g. web analytics, surveys, or analysis of social media feeds)?

Zur Einordnung:
* If yes, please specify which activities."
81a;What is the typical profile of the portal visitor, as learned from activities such as web analytics, surveys, or social media analyses?
81b;"Does this profile match the type of audience your national portal wants to cater to?

Zur Einordnung:
* If only partially, please specify which audience groups are missing.
* If no, please briefly explain why."
90a;Do you run analytics on API usage, if metadata describing the datasets is accessible via an API?
90b;"If yes [to Q90b], what percentage of outgoing portal traffic is generated by API usage only?

Zur Einordnung:
*Please fill the percentage  and select 'see answer box'."
92a;Do you identify the data providers that are not yet publishing data on the national portal?
92b;"Were there concrete actions taken to assist these data providers with their publication process?

Zur Einordnung:
* If yes, could you provide some examples of the actions taken in this regard."
93a;"Besides the national open data portal, are there other regional and local portals? 

Zur Einordnung:
* If yes, please provide a complete list and the links to these portals."
93b;"Are regional and local portals listed above [in Q93a] and their data sources discoverable via the national portal? 

Zur Einordnung:
* If not applicable, please briefly explain why."
93c;"If yes [to Q93b], to what degree are existing regional and local sources harvested automatically? 

Zur Einordnung:
* If less than the majority of existing sources is harvested by the national portal, please briefly explain why.                        
* If not applicable, please briefly explain why."
94a;"Does the national portal include datasets that are real-time or dynamic?

Zur Einordnung:
* If yes, please provide URLs to real-time and/or dynamic data featured via the national portal. "
94b;If yes [to Q94a], what percentage of metadata links to such data?
9a;"Does the national strategy/policy mandate carrying out and maintaining a data inventory by public bodies, whether at national or local level?

Zur Einordnung:
* If yes, please briefly specify."
9b;"If yes [in Q9a], do these data inventories also include the data collected by public bodies that cannot be published as open data (e.g. in relation to the EU Data Governance Act (EU) 2022/868)? 

Zur Einordnung:
* If yes, please briefly specify."
Answer;Antwort
D0.1;0.1 Hintergrundinformationen
D0.2;0.2 data.europa.eu und nationale Open-Data-Portale
D1;Dimension 1: Offene Datenpolitik
D1.1;1.1 Politischer Rahmen
D1.2;1.2 Governance offener Daten
D1.3;1.3 Umsetzung offener Daten
D2;Dimension 2: Auswirkungen von offenen Daten
D2.1;2.1. Strategisches Bewusstsein
D2.2;2.2 Messung der Wiederverwendung
D2.3;2.3 Erzeugte Wirkung
D2.3a;2.3a Staatliche Auswirkungen
D2.3b;2.3b Gesellschaftliche Auswirkungen
D2.3c;2.3c Umweltauswirkungen
D2.3d;2.3d Wirtschaftliche Auswirkungen
D3;Dimension 3: Open Data Portal
D3.1;3.1 Funktionen des Portals
D3.2;3.2 Nutzung des Portals
D3.3;3.3 Bereitstellung von Daten
D3.4;3.4 Nachhaltigkeit des Portals
D4;Dimension 4: Qualität offener Daten
D4.1;4.1 Aktualität und Vollständigkeit
D4.2;4.2 Überwachung und Maßnahmen
D4.3;4.3 DCAT-AP-Konformität
D4.4;4.4 Bereitstellungsqualität und verknüpfte Daten
G1;Die Antwortoption „Sonstige“ sollte von Ländern gewählt werden, die über keine spezifische Open-Data-Politik verfügen, aber über eine nationale Politik (zu Daten, Digitalisierung, künstlicher Intelligenz, E-Government o.ä.) verfügen, die Open Data explizit in ihren Text und Geltungsbereich einbezieht.
G100;By active we refer to an account that publishes new materials at least once a week. A social media presence may include a Facebook, Twitter, LinkedIn account that regularly published open data related content. Ideally a social media account would help promote the open data and more specific portal activities and increase visibility of the open data published on the national portal. 
G101;Actions could be regular promotion of the portal’s data and activities at events, an active social media presence, organising webinars to present the available datasets, use cases, the portal’s features to the broader public etc.
G105b;Such mechanisms could refer to statistics that show publishers statistics concerning their data: the volume of published datasets/metadata records, information on quality of publication (formats, DCAT-AP compliance, licensing information), usage statistics such as downloads, visits, or use cases uploaded to the national portal referencing their data.
G106;Please note that a regular updating of metadata refers here to an updating that is in line with the characteristics of the dataset in question. Different datasets have different requirements of currency. For example, a gazetteer of city streets only changes when new buildings and roads are built, or street names are changed, whereas the data on current weather conditions may be updated in quasi-real time.
G109;This applies both to individual datasets that change in time and to archives of the same dataset, e.g. one every year, every month etc. Administrative geography is an example of data that changes regularly. When new houses are built, new postcodes may be created, and the areas referred by pre-existing postcodes may change. Making available previous versions of a postcode reference file enables the reuser to correctly interpret the meaning of a postcode vs the relevant time context.
G10a;The implementing regulation (EU) 2023/138, adopted in December 2022 and published in January 2023 by the European Commission, lays down a list of specific high-value datasets and the arrangements for their publication and re-use. https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0138
G10b;Stakeholders could refer to open data reusers (business, civil society) or other actors that might not be direct reusers of the data (e.g. engaged or interested citizens).
G10c;The implementing regulation (EU) 2023/138, adopted in December 2022 and published in January 2023 by the European Commission, lays down a list of specific high-value datasets and the arrangements for their publication and re-use. https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0138
G110;"* The implementing regulation (EU) 2023/138, adopted in December 2022 and published in January 2023 by the European Commission, lays down a list of specific high-value datasets and the arrangements for their publication and re-use. https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0138
* Interoperability is the ability to access and process data from different sources and being able to integrate that data for mapping, visualisation, and other forms of representation and analysis."
G111b;Such information can be made available as visualisations (e.g. the MQA tool of the EDP), or as downloadable file (ideally in .csv format) on the national portal.
G112;Such guidelines can take the form of a document or tools (a licensing assistant) available on the national portal. An example of such tool is the data.europa.eu Licensing Assistant: https://data.europa.eu/en/training/licensing-assistant.
G118;Guidelines (check-lists) can enable publishers provide their data in open and machine-readable formats (.csv or .xml instead of proprietary non-machine-readable formats). Other tools can assist publishers to clean up the actual data (e.g. OpenRefine, programming languages such as R).
G119a;By ‘regularly’ we mean a bi-annual or at least annual frequency for activities such as e-learning modules and materials, webinars, meetings. Incentivisation can include the promotion of good quality datasets, e.g. featuring them on the portal homepage, showcasing the publishers as best practices at data providers’ events. Assistance can be provided through formal processes (e.g. data audits), training sessions with data providers, other training and/or awareness raising activities (‘roadshows’) etc.
G119b;By ‘high-quality metadata’ we refer to metadata that provides information in plain language – accurate, current and complete, on all DCAT-AP mandatory fields as well as relevant recommended and optional DCAT-AP fields.
G11a;Please find for reference the European Commission´s priorities for 2019-2024: https://commission.europa.eu/strategy-and-policy/priorities-2019-2024_en
G11a1;Example: Green mobility has been prioritised as high-value dataset.
G11a2;Example 1: The strategy explores how open data can be used to foster the digitalisation of public services.                                                                                                                 Example 2: The strategy/policies foresee open data education projects to improve data literacy among citizens.
G11a3;Example: One of the objectives of my country´s open data policies/strategies is to create economic value by stimulating new buiness opportunities.
G11a4;Example: Gender inequality has been prioritised as high-value dataset.
G11a5;Example: Migration has been prioritised as high-value dataset.
G11a6;Example: One of the objectives of my country´s policies/strategies is to increase transparency and facilitate public participation in policy debates.
G11b;Example: Fight corruption,increase transparency in public administrations.
G120;See https://joinup.ec.europa.eu/
G121;For more information, please see https://joinup.ec.europa.eu/catalogue/distribution/dcat-ap-version-11
G125a;According to the DCAT-AP definition, the ‘download URL’ property contains a URL that is a direct link to a downloadable file in a given format.
G125b;According to the DCAT-AP definition, the ‘access URL’ property contains a URL that gives access to a distribution of the dataset. 
G126;For more information, please visit: http://5stardata.info/en/ or https://joinup.ec.europa.eu/sites/default/files/inline-files/W3C04.pdf.
G128b;"Refers to open data that is available on the web under an open licence, in a structured format (=machine-readable format that is proprietary, such as .xls; .xlsx). Please note that formats such as .pdf; .jpeg; .png, .doc(x) are not considered machine-readable formats and should hence not be counted towards this answer."
G128c;Refers to open data that is published in an open (=non-proprietary) machine-readable format. A non-proprietary format is a format for which a user does not require a proprietary software package (such as Microsoft Office Excel) to explore. An example of an open format is the comma-separated values (CSV) format for tabular data.
G128d;"Refers to open data whose comprising objects are accompanied by unique identifiers. An identifier may be the object’s name (e.g. city name ‘Luxembourg’, or ‘10717’ -- a Berlin postcode), or a word describing the object (‘population’; ‘gender’), or another arbitrary identifier such as ‘XYZ0’, an identifier that makes sense only in the context of that dataset. Choosing identifiers based on known standards should be the common practice though, to facilitate data integration and linked data."
G15;By initiatives we mean policies, strategies or portals that focus on the respective local/regional level.
G2;The answer option 'Not applicable' can be selected if e.g. there is no specific strategy in place, but the existing policy refers to the objectives, actions/measures to be implemented, delivery timelines, responsible etc. Should another explanation apply in your case, please provide it in the justification text box.
G20;Exchanges can take place via formal formats (e.g. round-tables, conferences) or less formal formats (e.g. meet-ups).
G21;For data publication plans we refer to the existence of a specific workflow or internal data management process for publication of datasets. 
G25a;E.g. a task force/agency that is in charge of promoting and assisting the data publication process at national and/or regional and local levels (where applicable).
G25b;Dynamic data is data that changes asynchronously over time is periodically updated, as new information becomes available. Real-time data is data that changes and needs updating at very frequent intervals, in most cases several times a minute. Access to dynamic and/or real-time data is most commonly provided via application programming interfaces (APIs). Plase note that real-time data is not the same as dynamic data. Real-time data can be dynamic (e.g. a variable indicating current location) or static (e.g. a fresh log entry indicating location at a specific time).
G25c;Geo-spatial data is data that contains information on properties that are linked to a position on earth.
G25d; Citizen-generated data is the data that people or their organisations produce to directly monitor, demand or drive change on issues that affect them.
G26a;Ideally such trainings are organised in the frame of the professional development programmes for civil servants and address both data literacy and skills.
G29;"With 'national level' we refer to either central government, federal government, or top ministries.
Examples of such activities could be regular information sessions and/or promotion of published data at conferences and other events. "
G31;Incentives could for example be training, financial incentives, or awards.
G32;The implementing regulation (EU) 2023/138, adopted in December 2022 and published in January 2023 by the European Commission, lays down a list of specific high-value datasets and the arrangements for their publication and re-use. https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0138
G34;With methodology we refer to practices, frameworks, methods developed/employed, regardless of their maturity level.
G40;"The governmental impact is hereby defined as the beneficial effect of the use of open data on three specific challenges faced by the government/public administrations: 1) Being efficient and effective in delivering public services; 2) Being transparent and accountable in their actions; 3) Improving their capacity to make decisions and policies."
G45;The social impact is hereby defined as the beneficial effect of the use of open data on four specific challenges for society: 1) Including minorities, migrants, and/or refugees  and reducing inequality, 2) Alleviating housing issues, 3) Fostering health and wellbeing, 4) Improving education.
G47;Data that provides information on the housing market, rental market, property valuations, sales, planning, zoning, census data on socio-economic variables for cities and/or neighbourhoods, other housing issues such as homelessness, empty dwellings, gentrification.
G50;The environmental impact is hereby defined as the beneficial effect of the use of open data on four specific challenges connected to the environment: 1) Protecting biodiversity (e.g. maintaining a good level of air and water quality), 2) Achieving more environmental-friendly cities (e.g. in terms of transport and waste management), 3) Fighting climate change and connected disasters, 4) Increasing the use of renewable sources of energy.
G55;"The economic impact is hereby defined as the beneficial effect of the use of open data on three indicators of economic growth:  
1) Level of employment, 2) Uptake of technology and innovation, 3) Level of etrepreneurship and new business created."
G65;An example of such supporting material could be relevant studies or reports associated with the dataset e.g. documenting how the data was produced, the methodology etc.
G66a;Please note that a general email address does not count as feedback mechanism in the sense of this question and will not be scored as such.
G66b;The feedback mechanism does not include the possibility of a user to send in an email to a general address/the helpdesk.
G66c;Such mechanism could be a star rating system or similar voting/rating mechanism.
G69a;Please note also that a specific “Request data” button is meant here. Should the data request function be accomplished by a general help desk contact form that has a specific field for data requests, please describe this as such in the justification box.
G69c;A transparent presentation of these requests may be a machine-readable file on the national portal, or a separate section on the national portal that lists these requests. By providing a list of these requests, duplication of requests can be avoided, and time saved in filtering and answering these duplicate requests.
G6a;Dynamic data is data that changes asynchronously over time is periodically updated, as new information becomes available. Real-time data is data that changes and needs updating at very frequent intervals, in most cases several times a minute. Access to dynamic and/or real-time data is most commonly provided via application programming interfaces (APIs). Plase note that real-time data is not the same as dynamic data. Real-time data can be dynamic (e.g. a variable indicating current location) or static (e.g. a fresh log entry indicating location at a specific time). 
G6b;"Geo-spatial data is data that contains information on properties that are linked to a position on earth. 

The implementing regulation (EU) 2023/138, adopted in December 2022 and published in January 2023 by the European Commission, lays down a list of specific high-value datasets and the arrangements for their publication and re-use. https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0138"
G6c;Citizen-generated data is the data that people or their organisations produce to directly monitor, demand or drive change on issues that affect them.
G7;These measures should promote concepts such as data-driven government, policy-making and decision-making.
G78;Meaning the portal renders well on both mobile and desktop.
GR8;This is the annual budget for all portal activities (portal development and maintenance, promotion and awareness-raising activities) of the national portal. This should include the budget for the national portal team, whether an internal team or external contractors.
G8;These measures could promote concepts such as smart cities and/or regions, but also new business development (in particular Small - and Medium-sized Enterprises), entrepreneurship etc.
G82;Unique visitors refer to the number of distinct individuals accessing pages on the website during a given period, regardless of how often they visit that website. Visits refer to the number of times a website is visited, no matter how many visitors make up those visits.
G90b;Here we are interested in distinguishing the volume of traffic generated by human users vs the traffic generated programmatically by API usage. We ask for outgoing traffic as it is more relevant than incoming traffic: the former is generated by the enquiries, but the latter by the responses.
G91;Providers at federal, regional or local level, directly or indirectly, via direct uploading or harvesting of metadata. 
G94a;Dynamic data is data that changes asynchronously over time is periodically updated, as new information becomes available. Real-time data is data that changes and needs updating at very frequent intervals, in most cases several times a minute. Access to dynamic and/or real-time data is most commonly provided via application programming interfaces (APIs). Plase note that real-time data is not the same as dynamic data. Real-time data can be dynamic (e.g. a variable indicating current location) or static (e.g. a fresh log entry indicating location at a specific time).
G95;Citizen-generated data is the data that people or their organisations produce to directly monitor, demand or drive change on issues that affect them.
G97;This function can be useful towards reducing the amount of Freedom of Information requests for data that is transparently justified why it cannot be opened. The national portal might also publish the reasons for preventing publication, e.g. national security.
G98;A strategy could be a brief document and/or action plan listing the activities planned to ensure the portal’s sustainability over time.
G9a;A data inventory is a comprehensive catalogue of datasets held by an organisation.
G9b;The Data Governance Act (EU) 2022/868 seeks to increase trust in data sharing, strengthen mechanisms to increase data availability and overcome technical obstacles to the reuse of data. It also aims to support the set-up and development of common European data spaces in strategic domains, involving both private and public players, in sectors such as health, environment, energy, agriculture, mobility, finance, manufacturing, public administration and skills. The Data Governance entered into force on 23 June 2022 and, following a 15-month grace period, will be applicable from September 2023. https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32022R0868
GuideAnswering;Anleitung zum Antworten
HVDAddressing;Addressing legal barriers
HVDCategories;Categories of high-value datasets
HVDCompanies;Companies and company ownership
HVDDegree;Degree of progress (from 1 to 5)
HVDEarthObservation;Earth observation and environment
HVDEnsuringMetadata;Ensuring metadata availability and quality
HVDGeospatial;Geospatial
HVDIdentification;Identification and inventory of high-value datasets
HVDLegal;Legal progress 
HVDMeteorological;Meteorological
HVDMobility;Mobility
HVDOrganisational;Organisational progress
HVDPublication;Publication of high-value datasets in machine-readable formats via APIs
HVDSettingUp;Setting up new roles and workflows
HVDStandardised;Standardised means to structure, describe, access high-value datasets
HVDStatistics;Statistics
HVDTechnical;Technical progress 
ID;ID
Justification;Einordnung
MarkQuestion;Frage markieren
